backend,case_name,status,reason,dtype,algorithm,mode,k,n,timing_label,time_ms,timing_label_e2e,time_end_to_end_ms,timing_label_algorithmic,time_algorithmic_ms,bytes_moved,bytes_model,compare_ops,ops_model
cpu,q15_k4096_max,PASS,ok,uint,bitonic,max,4096,32768,Trunc bitonic end-to-end time (ms),0.34,Trunc bitonic end-to-end time (ms),0.34,Trunc bitonic algorithmic time (ms),0.34,835584,exact,1478656,exact
cpu,q16_k8_max,PASS,ok,uint,bitonic,max,8,65536,Trunc bitonic end-to-end time (ms),0.199,Trunc bitonic end-to-end time (ms),0.199,Trunc bitonic algorithmic time (ms),0.199,1834848,exact,360428,exact
cpu,q16_k256_max,PASS,ok,uint,bitonic,max,256,65536,Trunc bitonic end-to-end time (ms),0.385,Trunc bitonic end-to-end time (ms),0.385,Trunc bitonic algorithmic time (ms),0.385,1829888,exact,1506048,exact
cpu,q16_k4096_max,PASS,ok,uint,bitonic,max,4096,65536,Trunc bitonic end-to-end time (ms),0.612,Trunc bitonic end-to-end time (ms),0.612,Trunc bitonic algorithmic time (ms),0.612,1753088,exact,2985984,exact
cpu,q17_k8_max,PASS,ok,uint,bitonic,max,8,131072,Trunc bitonic end-to-end time (ms),0.236,Trunc bitonic end-to-end time (ms),0.236,Trunc bitonic algorithmic time (ms),0.236,3669856,exact,720876,exact
cpu,q17_k256_max,PASS,ok,uint,bitonic,max,256,131072,Trunc bitonic end-to-end time (ms),0.438,Trunc bitonic end-to-end time (ms),0.438,Trunc bitonic algorithmic time (ms),0.438,3664896,exact,3013376,exact
cpu,q17_k4096_max,PASS,ok,uint,bitonic,max,4096,131072,Trunc bitonic end-to-end time (ms),0.642,Trunc bitonic end-to-end time (ms),0.642,Trunc bitonic algorithmic time (ms),0.642,3588096,exact,6000640,exact
cpu,q17_k131072_max,PASS,ok,uint,bitonic,max,131072,131072,Trunc bitonic end-to-end time (ms),1.677,Trunc bitonic end-to-end time (ms),1.677,Trunc bitonic algorithmic time (ms),1.677,1048576,exact,10027008,exact
cpu,q18_k8_max,PASS,ok,uint,bitonic,max,8,262144,Trunc bitonic end-to-end time (ms),0.272,Trunc bitonic end-to-end time (ms),0.272,Trunc bitonic algorithmic time (ms),0.272,7339872,exact,1441772,exact
cpu,q18_k256_max,PASS,ok,uint,bitonic,max,256,262144,Trunc bitonic end-to-end time (ms),0.467,Trunc bitonic end-to-end time (ms),0.467,Trunc bitonic algorithmic time (ms),0.467,7334912,exact,6028032,exact
cpu,q18_k4096_max,PASS,ok,uint,bitonic,max,4096,262144,Trunc bitonic end-to-end time (ms),0.688,Trunc bitonic end-to-end time (ms),0.688,Trunc bitonic algorithmic time (ms),0.688,7258112,exact,12029952,exact
cpu,q18_k131072_max,PASS,ok,uint,bitonic,max,131072,262144,Trunc bitonic end-to-end time (ms),2.022,Trunc bitonic end-to-end time (ms),2.022,Trunc bitonic algorithmic time (ms),2.022,4718592,exact,21299200,exact
cpu,q19_k8_max,PASS,ok,uint,bitonic,max,8,524288,Trunc bitonic end-to-end time (ms),0.427,Trunc bitonic end-to-end time (ms),0.427,Trunc bitonic algorithmic time (ms),0.427,14679904,exact,2883564,exact
cpu,q19_k256_max,PASS,ok,uint,bitonic,max,256,524288,Trunc bitonic end-to-end time (ms),0.646,Trunc bitonic end-to-end time (ms),0.646,Trunc bitonic algorithmic time (ms),0.646,14674944,exact,12057344,exact
cpu,q19_k4096_max,PASS,ok,uint,bitonic,max,4096,524288,Trunc bitonic end-to-end time (ms),0.83,Trunc bitonic end-to-end time (ms),0.83,Trunc bitonic algorithmic time (ms),0.83,14598144,exact,24088576,exact
cpu,q19_k131072_max,PASS,ok,uint,bitonic,max,131072,524288,Trunc bitonic end-to-end time (ms),2.103,Trunc bitonic end-to-end time (ms),2.103,Trunc bitonic algorithmic time (ms),2.103,12058624,exact,43843584,exact
cpu,q20_k8_max,PASS,ok,uint,bitonic,max,8,1048576,Trunc bitonic end-to-end time (ms),0.591,Trunc bitonic end-to-end time (ms),0.591,Trunc bitonic algorithmic time (ms),0.591,29359968,exact,5767148,exact
cpu,q20_k256_max,PASS,ok,uint,bitonic,max,256,1048576,Trunc bitonic end-to-end time (ms),1.057,Trunc bitonic end-to-end time (ms),1.057,Trunc bitonic algorithmic time (ms),1.057,29355008,exact,24115968,exact
cpu,q20_k4096_max,PASS,ok,uint,bitonic,max,4096,1048576,Trunc bitonic end-to-end time (ms),1.447,Trunc bitonic end-to-end time (ms),1.447,Trunc bitonic algorithmic time (ms),1.447,29278208,exact,48205824,exact
cpu,q20_k131072_max,PASS,ok,uint,bitonic,max,131072,1048576,Trunc bitonic end-to-end time (ms),2.848,Trunc bitonic end-to-end time (ms),2.848,Trunc bitonic algorithmic time (ms),2.848,26738688,exact,88932352,exact
cpu,q21_k8_max,PASS,ok,uint,bitonic,max,8,2097152,Trunc bitonic end-to-end time (ms),1.337,Trunc bitonic end-to-end time (ms),1.337,Trunc bitonic algorithmic time (ms),1.337,58720096,exact,11534316,exact
cpu,q21_k256_max,PASS,ok,uint,bitonic,max,256,2097152,Trunc bitonic end-to-end time (ms),2.05,Trunc bitonic end-to-end time (ms),2.05,Trunc bitonic algorithmic time (ms),2.05,58715136,exact,48233216,exact
cpu,q21_k4096_max,PASS,ok,uint,bitonic,max,4096,2097152,Trunc bitonic end-to-end time (ms),2.956,Trunc bitonic end-to-end time (ms),2.956,Trunc bitonic algorithmic time (ms),2.956,58638336,exact,96440320,exact
cpu,q21_k131072_max,PASS,ok,uint,bitonic,max,131072,2097152,Trunc bitonic end-to-end time (ms),5.23,Trunc bitonic end-to-end time (ms),5.23,Trunc bitonic algorithmic time (ms),5.23,56098816,exact,179109888,exact
cpu,q22_k8_max,PASS,ok,uint,bitonic,max,8,4194304,Trunc bitonic end-to-end time (ms),2.033,Trunc bitonic end-to-end time (ms),2.033,Trunc bitonic algorithmic time (ms),2.033,117440352,exact,23068652,exact
cpu,q22_k256_max,PASS,ok,uint,bitonic,max,256,4194304,Trunc bitonic end-to-end time (ms),3.807,Trunc bitonic end-to-end time (ms),3.807,Trunc bitonic algorithmic time (ms),3.807,117435392,exact,96467712,exact
cpu,q22_k4096_max,PASS,ok,uint,bitonic,max,4096,4194304,Trunc bitonic end-to-end time (ms),5.921,Trunc bitonic end-to-end time (ms),5.921,Trunc bitonic algorithmic time (ms),5.921,117358592,exact,192909312,exact
cpu,q22_k131072_max,PASS,ok,uint,bitonic,max,131072,4194304,Trunc bitonic end-to-end time (ms),9.474,Trunc bitonic end-to-end time (ms),9.474,Trunc bitonic algorithmic time (ms),9.474,114819072,exact,359464960,exact
cpu,q23_k8_max,PASS,ok,uint,bitonic,max,8,8388608,Trunc bitonic end-to-end time (ms),4.418,Trunc bitonic end-to-end time (ms),4.418,Trunc bitonic algorithmic time (ms),4.418,234880864,exact,46137324,exact
cpu,q23_k256_max,PASS,ok,uint,bitonic,max,256,8388608,Trunc bitonic end-to-end time (ms),7.711,Trunc bitonic end-to-end time (ms),7.711,Trunc bitonic algorithmic time (ms),7.711,234875904,exact,192936704,exact
cpu,q23_k4096_max,PASS,ok,uint,bitonic,max,4096,8388608,Trunc bitonic end-to-end time (ms),11.389,Trunc bitonic end-to-end time (ms),11.389,Trunc bitonic algorithmic time (ms),11.389,234799104,exact,385847296,exact
cpu,q23_k131072_max,PASS,ok,uint,bitonic,max,131072,8388608,Trunc bitonic end-to-end time (ms),18.64,Trunc bitonic end-to-end time (ms),18.64,Trunc bitonic algorithmic time (ms),18.64,232259584,exact,720175104,exact
cpu,q24_k8_max,PASS,ok,uint,bitonic,max,8,16777216,Trunc bitonic end-to-end time (ms),9.827,Trunc bitonic end-to-end time (ms),9.827,Trunc bitonic algorithmic time (ms),9.827,469761888,exact,92274668,exact
cpu,q24_k256_max,PASS,ok,uint,bitonic,max,256,16777216,Trunc bitonic end-to-end time (ms),15.548,Trunc bitonic end-to-end time (ms),15.548,Trunc bitonic algorithmic time (ms),15.548,469756928,exact,385874688,exact
cpu,q24_k4096_max,PASS,ok,uint,bitonic,max,4096,16777216,Trunc bitonic end-to-end time (ms),22.99,Trunc bitonic end-to-end time (ms),22.99,Trunc bitonic algorithmic time (ms),22.99,469680128,exact,771723264,exact
cpu,q24_k131072_max,PASS,ok,uint,bitonic,max,131072,16777216,Trunc bitonic end-to-end time (ms),37.184,Trunc bitonic end-to-end time (ms),37.184,Trunc bitonic algorithmic time (ms),37.184,467140608,exact,1441595392,exact
cpu,q03_k8_max,PASS,ok,uint,map_reduce,max,8,8,Map-reduce top-k end-to-end time (ms),0.049,Map-reduce top-k end-to-end time (ms),0.049,Map-reduce top-k algorithmic time (ms),0.049,96,exact,8,lower-bound
cpu,q04_k8_max,PASS,ok,uint,map_reduce,max,8,16,Map-reduce top-k end-to-end time (ms),0.061,Map-reduce top-k end-to-end time (ms),0.061,Map-reduce top-k algorithmic time (ms),0.061,128,exact,16,lower-bound
cpu,q05_k8_max,PASS,ok,uint,map_reduce,max,8,32,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k algorithmic time (ms),0.048,192,exact,32,lower-bound
cpu,q06_k8_max,PASS,ok,uint,map_reduce,max,8,64,Map-reduce top-k end-to-end time (ms),0.05,Map-reduce top-k end-to-end time (ms),0.05,Map-reduce top-k algorithmic time (ms),0.05,320,exact,64,lower-bound
cpu,q07_k8_max,PASS,ok,uint,map_reduce,max,8,128,Map-reduce top-k end-to-end time (ms),0.051,Map-reduce top-k end-to-end time (ms),0.051,Map-reduce top-k algorithmic time (ms),0.051,576,exact,128,lower-bound
cpu,q08_k8_max,PASS,ok,uint,map_reduce,max,8,256,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k algorithmic time (ms),0.048,1088,exact,256,lower-bound
cpu,q08_k256_max,PASS,ok,uint,map_reduce,max,256,256,Map-reduce top-k end-to-end time (ms),0.05,Map-reduce top-k end-to-end time (ms),0.05,Map-reduce top-k algorithmic time (ms),0.05,3072,exact,256,lower-bound
cpu,q09_k8_max,PASS,ok,uint,map_reduce,max,8,512,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k algorithmic time (ms),0.048,2112,exact,512,lower-bound
cpu,q09_k256_max,PASS,ok,uint,map_reduce,max,256,512,Map-reduce top-k end-to-end time (ms),0.052,Map-reduce top-k end-to-end time (ms),0.052,Map-reduce top-k algorithmic time (ms),0.052,4096,exact,512,lower-bound
cpu,q10_k8_max,PASS,ok,uint,map_reduce,max,8,1024,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k algorithmic time (ms),0.048,4160,exact,1024,lower-bound
cpu,q10_k256_max,PASS,ok,uint,map_reduce,max,256,1024,Map-reduce top-k end-to-end time (ms),0.054,Map-reduce top-k end-to-end time (ms),0.054,Map-reduce top-k algorithmic time (ms),0.054,6144,exact,1024,lower-bound
cpu,q11_k8_max,PASS,ok,uint,map_reduce,max,8,2048,Map-reduce top-k end-to-end time (ms),0.049,Map-reduce top-k end-to-end time (ms),0.049,Map-reduce top-k algorithmic time (ms),0.049,8256,exact,2048,lower-bound
cpu,q11_k256_max,PASS,ok,uint,map_reduce,max,256,2048,Map-reduce top-k end-to-end time (ms),0.057,Map-reduce top-k end-to-end time (ms),0.057,Map-reduce top-k algorithmic time (ms),0.057,10240,exact,2048,lower-bound
cpu,q12_k8_max,PASS,ok,uint,map_reduce,max,8,4096,Map-reduce top-k end-to-end time (ms),0.049,Map-reduce top-k end-to-end time (ms),0.049,Map-reduce top-k algorithmic time (ms),0.049,16448,exact,4096,lower-bound
cpu,q12_k256_max,PASS,ok,uint,map_reduce,max,256,4096,Map-reduce top-k end-to-end time (ms),0.059,Map-reduce top-k end-to-end time (ms),0.059,Map-reduce top-k algorithmic time (ms),0.059,18432,exact,4096,lower-bound
cpu,q12_k4096_max,PASS,ok,uint,map_reduce,max,4096,4096,Map-reduce top-k end-to-end time (ms),0.105,Map-reduce top-k end-to-end time (ms),0.105,Map-reduce top-k algorithmic time (ms),0.105,49152,exact,4096,lower-bound
cpu,q13_k8_max,PASS,ok,uint,map_reduce,max,8,8192,Map-reduce top-k end-to-end time (ms),0.05,Map-reduce top-k end-to-end time (ms),0.05,Map-reduce top-k algorithmic time (ms),0.05,32832,exact,8192,lower-bound
cpu,q13_k256_max,PASS,ok,uint,map_reduce,max,256,8192,Map-reduce top-k end-to-end time (ms),0.061,Map-reduce top-k end-to-end time (ms),0.061,Map-reduce top-k algorithmic time (ms),0.061,34816,exact,8192,lower-bound
cpu,q13_k4096_max,PASS,ok,uint,map_reduce,max,4096,8192,Map-reduce top-k end-to-end time (ms),0.286,Map-reduce top-k end-to-end time (ms),0.286,Map-reduce top-k algorithmic time (ms),0.286,65536,exact,8192,lower-bound
cpu,q14_k8_max,PASS,ok,uint,map_reduce,max,8,16384,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k end-to-end time (ms),0.048,Map-reduce top-k algorithmic time (ms),0.048,65600,exact,16384,lower-bound
cpu,q14_k256_max,PASS,ok,uint,map_reduce,max,256,16384,Map-reduce top-k end-to-end time (ms),0.064,Map-reduce top-k end-to-end time (ms),0.064,Map-reduce top-k algorithmic time (ms),0.064,67584,exact,16384,lower-bound
cpu,q14_k4096_max,PASS,ok,uint,map_reduce,max,4096,16384,Map-reduce top-k end-to-end time (ms),0.483,Map-reduce top-k end-to-end time (ms),0.483,Map-reduce top-k algorithmic time (ms),0.483,98304,exact,16384,lower-bound
cpu,q15_k8_max,PASS,ok,uint,map_reduce,max,8,32768,Map-reduce top-k end-to-end time (ms),0.05,Map-reduce top-k end-to-end time (ms),0.05,Map-reduce top-k algorithmic time (ms),0.05,131136,exact,32768,lower-bound
cpu,q15_k256_max,PASS,ok,uint,map_reduce,max,256,32768,Map-reduce top-k end-to-end time (ms),0.07,Map-reduce top-k end-to-end time (ms),0.07,Map-reduce top-k algorithmic time (ms),0.07,133120,exact,32768,lower-bound
cpu,q15_k4096_max,PASS,ok,uint,map_reduce,max,4096,32768,Map-reduce top-k end-to-end time (ms),0.652,Map-reduce top-k end-to-end time (ms),0.652,Map-reduce top-k algorithmic time (ms),0.652,163840,exact,32768,lower-bound
cpu,q16_k8_max,PASS,ok,uint,map_reduce,max,8,65536,Map-reduce top-k end-to-end time (ms),0.052,Map-reduce top-k end-to-end time (ms),0.052,Map-reduce top-k algorithmic time (ms),0.052,262208,exact,65536,lower-bound
cpu,q16_k256_max,PASS,ok,uint,map_reduce,max,256,65536,Map-reduce top-k end-to-end time (ms),0.073,Map-reduce top-k end-to-end time (ms),0.073,Map-reduce top-k algorithmic time (ms),0.073,264192,exact,65536,lower-bound
cpu,q16_k4096_max,PASS,ok,uint,map_reduce,max,4096,65536,Map-reduce top-k end-to-end time (ms),0.819,Map-reduce top-k end-to-end time (ms),0.819,Map-reduce top-k algorithmic time (ms),0.819,294912,exact,65536,lower-bound
cpu,q17_k8_max,PASS,ok,uint,map_reduce,max,8,131072,Map-reduce top-k end-to-end time (ms),0.058,Map-reduce top-k end-to-end time (ms),0.058,Map-reduce top-k algorithmic time (ms),0.058,524352,exact,131072,lower-bound
cpu,q17_k256_max,PASS,ok,uint,map_reduce,max,256,131072,Map-reduce top-k end-to-end time (ms),0.084,Map-reduce top-k end-to-end time (ms),0.084,Map-reduce top-k algorithmic time (ms),0.084,526336,exact,131072,lower-bound
cpu,q17_k4096_max,PASS,ok,uint,map_reduce,max,4096,131072,Map-reduce top-k end-to-end time (ms),1.017,Map-reduce top-k end-to-end time (ms),1.017,Map-reduce top-k algorithmic time (ms),1.017,557056,exact,131072,lower-bound
cpu,q17_k131072_max,PASS,ok,uint,map_reduce,max,131072,131072,Map-reduce top-k end-to-end time (ms),6.486,Map-reduce top-k end-to-end time (ms),6.486,Map-reduce top-k algorithmic time (ms),6.486,1572864,exact,131072,lower-bound
cpu,q18_k8_max,PASS,ok,uint,map_reduce,max,8,262144,Map-reduce top-k end-to-end time (ms),0.075,Map-reduce top-k end-to-end time (ms),0.075,Map-reduce top-k algorithmic time (ms),0.075,1048640,exact,262144,lower-bound
cpu,q18_k256_max,PASS,ok,uint,map_reduce,max,256,262144,Map-reduce top-k end-to-end time (ms),0.089,Map-reduce top-k end-to-end time (ms),0.089,Map-reduce top-k algorithmic time (ms),0.089,1050624,exact,262144,lower-bound
cpu,q18_k4096_max,PASS,ok,uint,map_reduce,max,4096,262144,Map-reduce top-k end-to-end time (ms),1.167,Map-reduce top-k end-to-end time (ms),1.167,Map-reduce top-k algorithmic time (ms),1.167,1081344,exact,262144,lower-bound
cpu,q18_k131072_max,PASS,ok,uint,map_reduce,max,131072,262144,Map-reduce top-k end-to-end time (ms),13.699,Map-reduce top-k end-to-end time (ms),13.699,Map-reduce top-k algorithmic time (ms),13.699,2097152,exact,262144,lower-bound
cpu,q19_k8_max,PASS,ok,uint,map_reduce,max,8,524288,Map-reduce top-k end-to-end time (ms),0.115,Map-reduce top-k end-to-end time (ms),0.115,Map-reduce top-k algorithmic time (ms),0.115,2097216,exact,524288,lower-bound
cpu,q19_k256_max,PASS,ok,uint,map_reduce,max,256,524288,Map-reduce top-k end-to-end time (ms),0.107,Map-reduce top-k end-to-end time (ms),0.107,Map-reduce top-k algorithmic time (ms),0.107,2099200,exact,524288,lower-bound
cpu,q19_k4096_max,PASS,ok,uint,map_reduce,max,4096,524288,Map-reduce top-k end-to-end time (ms),1.395,Map-reduce top-k end-to-end time (ms),1.395,Map-reduce top-k algorithmic time (ms),1.395,2129920,exact,524288,lower-bound
cpu,q19_k131072_max,PASS,ok,uint,map_reduce,max,131072,524288,Map-reduce top-k end-to-end time (ms),20.96,Map-reduce top-k end-to-end time (ms),20.96,Map-reduce top-k algorithmic time (ms),20.96,3145728,exact,524288,lower-bound
cpu,q20_k8_max,PASS,ok,uint,map_reduce,max,8,1048576,Map-reduce top-k end-to-end time (ms),0.108,Map-reduce top-k end-to-end time (ms),0.108,Map-reduce top-k algorithmic time (ms),0.108,4194368,exact,1048576,lower-bound
cpu,q20_k256_max,PASS,ok,uint,map_reduce,max,256,1048576,Map-reduce top-k end-to-end time (ms),0.135,Map-reduce top-k end-to-end time (ms),0.135,Map-reduce top-k algorithmic time (ms),0.135,4196352,exact,1048576,lower-bound
cpu,q20_k4096_max,PASS,ok,uint,map_reduce,max,4096,1048576,Map-reduce top-k end-to-end time (ms),1.587,Map-reduce top-k end-to-end time (ms),1.587,Map-reduce top-k algorithmic time (ms),1.587,4227072,exact,1048576,lower-bound
cpu,q20_k131072_max,PASS,ok,uint,map_reduce,max,131072,1048576,Map-reduce top-k end-to-end time (ms),28.088,Map-reduce top-k end-to-end time (ms),28.088,Map-reduce top-k algorithmic time (ms),28.088,5242880,exact,1048576,lower-bound
cpu,q21_k8_max,PASS,ok,uint,map_reduce,max,8,2097152,Map-reduce top-k end-to-end time (ms),0.148,Map-reduce top-k end-to-end time (ms),0.148,Map-reduce top-k algorithmic time (ms),0.148,8388736,exact,2097152,lower-bound
cpu,q21_k256_max,PASS,ok,uint,map_reduce,max,256,2097152,Map-reduce top-k end-to-end time (ms),0.239,Map-reduce top-k end-to-end time (ms),0.239,Map-reduce top-k algorithmic time (ms),0.239,8392704,exact,2097152,lower-bound
cpu,q21_k4096_max,PASS,ok,uint,map_reduce,max,4096,2097152,Map-reduce top-k end-to-end time (ms),1.844,Map-reduce top-k end-to-end time (ms),1.844,Map-reduce top-k algorithmic time (ms),1.844,8454144,exact,2097152,lower-bound
cpu,q21_k131072_max,PASS,ok,uint,map_reduce,max,131072,2097152,Map-reduce top-k end-to-end time (ms),37.765,Map-reduce top-k end-to-end time (ms),37.765,Map-reduce top-k algorithmic time (ms),37.765,10485760,exact,2097152,lower-bound
cpu,q22_k8_max,PASS,ok,uint,map_reduce,max,8,4194304,Map-reduce top-k end-to-end time (ms),0.189,Map-reduce top-k end-to-end time (ms),0.189,Map-reduce top-k algorithmic time (ms),0.189,16777472,exact,4194304,lower-bound
cpu,q22_k256_max,PASS,ok,uint,map_reduce,max,256,4194304,Map-reduce top-k end-to-end time (ms),0.271,Map-reduce top-k end-to-end time (ms),0.271,Map-reduce top-k algorithmic time (ms),0.271,16785408,exact,4194304,lower-bound
cpu,q22_k4096_max,PASS,ok,uint,map_reduce,max,4096,4194304,Map-reduce top-k end-to-end time (ms),2.023,Map-reduce top-k end-to-end time (ms),2.023,Map-reduce top-k algorithmic time (ms),2.023,16908288,exact,4194304,lower-bound
cpu,q22_k131072_max,PASS,ok,uint,map_reduce,max,131072,4194304,Map-reduce top-k end-to-end time (ms),45.426,Map-reduce top-k end-to-end time (ms),45.426,Map-reduce top-k algorithmic time (ms),45.426,20971520,exact,4194304,lower-bound
cpu,q23_k8_max,PASS,ok,uint,map_reduce,max,8,8388608,Map-reduce top-k end-to-end time (ms),0.528,Map-reduce top-k end-to-end time (ms),0.528,Map-reduce top-k algorithmic time (ms),0.528,33554944,exact,8388608,lower-bound
cpu,q23_k256_max,PASS,ok,uint,map_reduce,max,256,8388608,Map-reduce top-k end-to-end time (ms),0.589,Map-reduce top-k end-to-end time (ms),0.589,Map-reduce top-k algorithmic time (ms),0.589,33570816,exact,8388608,lower-bound
cpu,q23_k4096_max,PASS,ok,uint,map_reduce,max,4096,8388608,Map-reduce top-k end-to-end time (ms),2.411,Map-reduce top-k end-to-end time (ms),2.411,Map-reduce top-k algorithmic time (ms),2.411,33816576,exact,8388608,lower-bound
cpu,q23_k131072_max,PASS,ok,uint,map_reduce,max,131072,8388608,Map-reduce top-k end-to-end time (ms),54.288,Map-reduce top-k end-to-end time (ms),54.288,Map-reduce top-k algorithmic time (ms),54.288,41943040,exact,8388608,lower-bound
cpu,q24_k8_max,PASS,ok,uint,map_reduce,max,8,16777216,Map-reduce top-k end-to-end time (ms),1.356,Map-reduce top-k end-to-end time (ms),1.356,Map-reduce top-k algorithmic time (ms),1.356,67109376,exact,16777216,lower-bound
